Wins,Losses,Draws
1,0,99
0,5,95
39,8,53
45,9,46
43,11,46
42,11,47
52,7,41
37,14,49
48,9,43
42,11,47
0,0,100
2,3,95
0,6,94
43,12,45
38,8,54
34,12,54
36,11,53
40,4,56
45,6,49
40,10,50
