Wins,Losses,Draws
0,0,100
0,0,100
1,0,99
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
1,1,98
0,0,100
0,0,100
0,0,100
0,0,100
1,0,99
2,0,98
1,0,99
1,1,98
1,0,99
0,0,100
