Wins,Losses,Draws
9,16,75
11,13,76
17,12,71
11,13,76
18,15,67
20,20,60
12,18,70
12,13,75
9,22,69
35,23,42
47,15,38
51,14,35
52,11,37
39,20,41
46,15,39
52,15,33
45,16,39
51,18,31
47,15,38
45,16,39
