Wins,Losses,Draws
0,0,100
0,0,100
0,0,100
0,12,88
0,16,84
1,11,88
0,6,94
0,6,94
0,12,88
39,11,50
39,7,54
47,8,45
42,4,54
36,8,56
42,10,48
53,8,39
48,6,46
40,6,54
39,10,51
45,11,44
